,Id,MSSubClass,MSZoning,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,ExterQual,ExterCond,Foundation,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,Functional,Fireplaces,GarageArea,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
735,736,75,RM,10800,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2.5Unf,7,7,1914,1970,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,BrkTil,390,0,490,GasW,Fa,N,SBrkr,6.779921907472252,888,0,7.477604243197589,0,0,1,1,2,1,TA,Typ,2,320,N,0,341,0,0,0,0,0,10,2006,WD,Normal,12.0015054797889
736,737,90,RL,8544,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,Duplex,1Story,3,4,1950,1950,Gable,CompShg,Stucco,Stone,TA,TA,CBlock,0,0,0,GasA,Gd,N,FuseF,6.946975992135418,0,0,6.946975992135418,0,0,2,0,2,2,TA,Typ,0,400,Y,0,0,0,0,0,0,0,7,2006,WD,Normal,11.44571671527678
737,738,60,RL,10463,Pave,IR1,HLS,AllPub,CulDSac,Gtl,Gilbert,Norm,Norm,1Fam,2Story,8,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,0,0,893,GasA,Ex,Y,SBrkr,6.803505257608338,900,0,7.496097345175956,0,0,2,1,3,1,Gd,Typ,1,800,Y,0,116,0,0,0,0,0,6,2006,WD,Normal,12.387977448827787
738,739,90,RL,10800,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Duplex,1Story,5,5,1987,1988,Gable,CompShg,Plywood,Plywood,TA,TA,CBlock,1200,0,0,GasA,TA,Y,SBrkr,7.090076835776092,0,0,7.090076835776092,3,0,3,0,3,1,TA,Typ,0,0,Y,120,0,0,0,0,0,0,3,2009,WD,Alloca,12.095141084822892
739,740,60,RL,9313,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,0,0,864,GasA,Ex,Y,SBrkr,6.761572768804055,864,0,7.454719949364001,0,0,2,1,3,1,Gd,Typ,0,572,Y,187,56,0,0,0,0,0,4,2009,WD,Normal,12.154779351142624
740,741,70,RM,9600,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,7,1910,2002,Gable,CompShg,Wd Sdng,Wd Shng,TA,Gd,BrkTil,0,0,264,GasA,Ex,Y,SBrkr,6.643789733147672,664,0,7.266827347520591,0,0,2,0,2,1,TA,Typ,0,360,Y,270,0,112,0,0,0,0,5,2007,WD,Abnorml,11.790557201568507
741,742,20,RL,6768,Pave,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,6,8,1961,1996,Hip,CompShg,HdBoard,HdBoard,TA,Gd,CBlock,832,0,80,GasA,Gd,Y,SBrkr,6.815639990074331,0,0,6.815639990074331,1,1,1,0,3,1,Gd,Typ,0,288,Y,168,0,0,0,0,0,0,5,2008,WD,Normal,11.863582336583399
742,743,20,RL,8450,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,7,5,2000,2001,Gable,CompShg,VinylSd,VinylSd,TA,TA,PConc,0,0,1349,GasA,Ex,Y,SBrkr,7.207118856207756,0,0,7.207118856207756,0,0,2,0,3,1,TA,Typ,0,539,Y,120,55,0,0,0,0,0,12,2007,WD,Normal,12.095141084822892
743,744,80,RL,12886,Pave,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,5,6,1963,1999,Gable,CompShg,HdBoard,HdBoard,TA,TA,CBlock,444,0,76,GasA,Ex,Y,SBrkr,7.288927694521257,0,0,7.288927694521257,0,1,2,0,3,1,TA,Min2,1,480,Y,302,0,0,0,100,0,0,10,2009,WD,Normal,12.072541252905651
744,745,120,RL,5395,Pave,IR1,HLS,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,1993,1993,Gable,CompShg,HdBoard,HdBoard,Gd,TA,PConc,733,0,604,GasA,Gd,Y,SBrkr,7.198183577101943,0,0,7.198183577101943,1,0,2,0,2,1,Gd,Typ,1,462,Y,96,0,70,168,0,0,0,10,2008,WD,Normal,12.100712129872347
745,746,60,RL,8963,Pave,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,8,9,1976,1996,Hip,CompShg,VinylSd,VinylSd,Ex,Gd,CBlock,575,80,487,GasA,Ex,Y,SBrkr,7.069023426578259,1540,0,7.906547232368036,0,1,3,1,4,1,Gd,Typ,2,831,Y,0,204,0,0,0,0,0,7,2008,WD,Normal,12.610870864650634
746,747,60,RL,8795,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,300,0,652,GasA,Ex,Y,SBrkr,6.887552571664617,1276,0,7.721348612617949,0,0,2,1,4,1,Gd,Typ,1,554,Y,224,54,0,0,0,0,0,4,2009,WD,Normal,12.371587084007746
747,748,70,RM,11700,Pave,IR1,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,7,7,1880,2003,Mansard,CompShg,Stucco,Stucco,Gd,TA,Stone,0,0,1240,GasW,TA,N,SBrkr,7.1853870155804165,1320,0,7.878534196140362,0,0,1,1,4,1,Gd,Typ,1,864,N,181,0,386,0,0,0,0,5,2009,WD,Normal,12.491172637278908
748,749,20,RL,10593,Pave,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,1Story,7,5,1996,1996,Hip,CompShg,VinylSd,VinylSd,Gd,TA,PConc,919,0,801,GasA,Ex,Y,SBrkr,7.450079569807499,0,0,7.450079569807499,1,0,2,0,3,1,Gd,Typ,1,527,Y,240,56,154,0,0,0,0,3,2010,WD,Normal,12.46997418931655
749,750,50,RL,8405,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,4,3,1945,1950,Gable,CompShg,WdShing,Wd Shng,TA,TA,Slab,0,0,0,Wall,TA,N,FuseF,6.992096427415888,441,0,7.332369205929062,0,0,2,0,4,1,TA,Mod,0,240,N,92,0,185,0,0,0,0,4,2009,WD,Normal,11.49272275765271
750,751,50,RM,8800,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,4,7,1910,2004,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,BrkTil,0,0,576,GasA,Gd,Y,SBrkr,6.674561391814426,348,0,7.038783541388542,0,0,1,0,3,1,TA,Min2,0,0,N,0,160,0,0,0,0,0,6,2010,WD,Normal,11.477298287327077
751,752,60,RL,7750,Pave,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,0,0,660,GasA,Ex,Y,SBrkr,6.492239835020471,660,0,7.1853870155804165,0,0,2,1,3,1,Gd,Typ,0,400,Y,0,48,0,0,0,0,0,8,2007,WD,Normal,11.99535161421452
752,753,20,RL,9236,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,6,5,1997,1997,Gable,CompShg,VinylSd,VinylSd,TA,Gd,PConc,1200,0,279,GasA,Ex,Y,SBrkr,7.309212365692763,0,0,7.309212365692763,1,0,2,0,3,1,Gd,Typ,0,576,Y,168,27,0,0,0,0,0,7,2006,WD,Normal,12.287652632522597
753,754,60,RL,10240,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,0,0,1030,GasA,Gd,Y,SBrkr,6.945051063725834,1060,0,7.6487397889562425,0,0,2,1,3,1,Ex,Typ,1,878,Y,192,52,0,0,0,0,0,3,2006,WD,Normal,12.526342907575106
754,755,20,RL,7930,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,8,1969,2005,Gable,CompShg,Plywood,Plywood,TA,TA,CBlock,439,472,115,GasA,Gd,Y,SBrkr,6.933423025730715,0,0,6.933423025730715,1,0,1,0,3,1,Gd,Typ,0,440,Y,171,48,0,0,0,0,0,7,2009,WD,Normal,11.957611286231675
755,756,160,FV,3230,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,6,5,1999,1999,Gable,CompShg,MetalSd,MetalSd,TA,TA,PConc,381,0,348,GasA,Gd,Y,SBrkr,6.60934924316738,729,0,7.293697720601438,0,0,2,1,3,1,TA,Typ,0,440,Y,0,24,0,0,0,0,0,3,2009,WD,Normal,12.058152515453552
756,757,60,RL,10769,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,20,0,846,GasA,Ex,Y,SBrkr,6.763884908562435,902,0,7.477604243197589,0,0,2,1,3,1,Gd,Typ,0,578,Y,144,105,0,0,0,0,0,4,2009,WD,Normal,12.26434155365415
757,758,60,RL,11616,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,2Story,6,5,1978,1978,Hip,CompShg,HdBoard,HdBoard,TA,TA,CBlock,438,0,234,GasA,TA,Y,SBrkr,6.51025834052315,714,0,7.234177179749849,0,0,2,1,3,1,TA,Typ,1,440,Y,335,0,0,0,0,0,0,4,2010,WD,Abnorml,11.976030352524807
758,759,160,FV,2280,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,7,5,1999,1999,Gable,CompShg,MetalSd,MetalSd,TA,TA,PConc,549,0,195,GasA,Gd,Y,SBrkr,6.6293632534374485,744,0,7.313886831633462,0,0,2,1,3,1,TA,Typ,0,440,Y,0,0,0,0,0,0,0,8,2008,WD,Normal,12.097373228606832
759,760,60,RL,12257,Pave,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1995,1995,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,56,64,1198,GasA,Ex,Y,SBrkr,7.191429330036379,1203,0,7.836369760545124,0,0,2,1,4,1,Gd,Typ,1,752,Y,222,98,0,0,0,0,0,11,2007,WD,Normal,12.577636201962656
760,761,20,RL,9100,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1959,1959,Hip,CompShg,Wd Sdng,Wd Sdng,TA,TA,CBlock,612,0,252,GasA,Ex,Y,SBrkr,6.761572768804055,0,0,6.761572768804055,0,0,1,0,2,1,TA,Typ,0,300,Y,0,0,0,0,0,0,450,10,2009,WD,Normal,11.755871643580617
761,762,30,RM,6911,Pave,Reg,Lvl,AllPub,FR2,Gtl,BrkSide,Feedr,Norm,1Fam,1Story,5,5,1924,1950,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,PConc,405,0,740,GasA,TA,Y,SBrkr,7.170888478512505,0,0,7.170888478512505,0,0,1,0,2,1,Fa,Min1,0,440,Y,0,0,0,0,0,0,0,10,2009,WD,Normal,11.512925464970229
762,763,60,FV,8640,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,TA,TA,PConc,24,0,732,GasA,Ex,Y,SBrkr,6.638567789166521,783,0,7.344072850573066,0,0,2,1,3,1,Gd,Typ,0,614,Y,169,45,0,0,0,0,0,6,2010,Con,Normal,12.279323107269766
763,764,60,RL,9430,Pave,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,1163,0,89,GasA,Ex,Y,SBrkr,7.145196134997171,1097,0,7.768533300926033,1,0,2,1,3,1,Gd,Typ,1,856,Y,0,128,0,0,180,0,0,7,2009,WD,Normal,12.727838209334498
764,765,120,RL,9549,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Veenker,Norm,Norm,TwnhsE,1Story,8,5,1995,1996,Hip,CompShg,BrkFace,BrkFace,Gd,Gd,PConc,437,1057,0,GasA,Ex,Y,SBrkr,7.309212365692763,0,0,7.309212365692763,1,0,1,1,2,1,Ex,Typ,1,481,Y,0,30,0,0,216,0,0,4,2006,WD,Normal,12.506177237980511
765,766,20,RL,14587,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,9,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,0,0,1498,GasA,Ex,Y,SBrkr,7.317212408359839,0,0,7.317212408359839,0,0,2,0,2,1,Ex,Typ,1,592,Y,0,174,0,0,0,0,0,8,2008,New,Partial,12.484204257170104
766,767,60,RL,10421,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,7,5,1988,1988,Gable,CompShg,HdBoard,HdBoard,TA,TA,CBlock,394,0,586,GasA,TA,Y,SBrkr,6.887552571664617,734,0,7.446585099157725,0,0,2,1,3,1,TA,Typ,1,496,Y,228,66,156,0,0,0,500,3,2010,WD,Normal,12.188417710291453
767,768,50,RL,12508,Pave,IR1,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1.5Fin,6,7,1940,1985,Gable,CompShg,VinylSd,VinylSd,TA,TA,CBlock,660,0,323,GasA,Ex,Y,SBrkr,6.890609120147166,767,0,7.4673710669175595,1,0,2,0,4,1,TA,Mod,0,423,Y,245,0,156,0,0,0,1300,7,2008,WD,Normal,11.982929094215963
768,769,20,RL,9100,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2004,2005,Hip,CompShg,VinylSd,VinylSd,Gd,TA,PConc,24,0,1836,GasA,Ex,Y,SBrkr,7.515344571180436,0,0,7.515344571180436,0,0,2,0,3,1,Gd,Typ,1,484,Y,120,33,0,0,0,0,0,10,2006,WD,Normal,12.28690119819279
769,770,60,RL,53504,Pave,IR2,HLS,AllPub,CulDSac,Mod,StoneBr,Norm,Norm,1Fam,2Story,8,5,2003,2003,Hip,CompShg,CemntBd,Wd Shng,Ex,TA,PConc,1416,0,234,GasA,Ex,Y,SBrkr,7.432483807917119,1589,0,8.095293776844649,1,0,3,1,4,1,Ex,Mod,1,841,Y,503,36,0,0,210,0,0,6,2010,WD,Normal,13.195613839143922
770,771,85,RL,7252,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,SFoyer,5,5,1982,1982,Hip,CompShg,Wd Sdng,Wd Sdng,TA,TA,CBlock,685,0,173,GasA,TA,Y,SBrkr,6.754604099487962,0,0,6.754604099487962,1,0,1,0,2,1,TA,Typ,0,576,Y,120,0,0,0,0,0,0,4,2009,WD,Normal,11.812289042195847
771,772,20,RL,8877,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,5,1951,1951,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,CBlock,836,0,0,GasA,TA,Y,FuseF,7.106606137727303,0,0,7.106606137727303,0,0,1,0,2,1,TA,Typ,0,396,Y,0,0,0,0,0,0,0,4,2006,COD,Normal,11.532728092266408
772,773,80,RL,7819,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,SLvl,6,5,1976,1976,Gable,CompShg,Plywood,Plywood,TA,TA,CBlock,422,127,480,GasA,TA,Y,SBrkr,7.018401799069201,0,0,7.018401799069201,1,0,1,0,3,1,TA,Typ,1,672,Y,144,0,0,0,0,0,0,3,2010,WD,Abnorml,11.580584113444043
773,774,20,RL,10150,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,5,5,1958,1958,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,CBlock,456,0,456,GasA,Ex,Y,FuseA,6.815639990074331,0,0,6.815639990074331,0,0,1,0,2,1,TA,Typ,0,275,Y,0,0,0,0,0,0,0,7,2007,COD,Normal,11.648330101976432
774,775,20,RL,14226,Pave,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,Gd,TA,PConc,0,0,1935,GasA,Gd,Y,SBrkr,7.587310506022615,0,0,7.587310506022615,0,0,2,0,3,1,Gd,Typ,1,895,Y,315,45,0,0,0,0,0,7,2007,New,Partial,12.886641043883259
775,776,120,RM,4500,Pave,Reg,Lvl,AllPub,FR2,Gtl,Mitchel,Norm,Norm,TwnhsE,1Story,6,5,1998,1998,Hip,CompShg,VinylSd,VinylSd,TA,TA,PConc,866,0,338,GasA,Ex,Y,SBrkr,7.093404625868766,0,0,7.093404625868766,1,0,2,0,2,1,TA,Typ,0,412,Y,0,247,0,0,0,0,0,6,2009,WD,Normal,11.99535161421452
776,777,20,RL,11210,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,20,0,1594,GasA,Ex,Y,SBrkr,7.3864708488298945,0,0,7.3864708488298945,0,0,2,0,3,1,Gd,Typ,0,865,Y,144,59,0,0,0,0,0,7,2006,New,Partial,12.308177868467327
777,778,20,RL,13350,Pave,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1974,1974,Hip,CompShg,HdBoard,Plywood,TA,TA,CBlock,762,0,102,GasA,TA,Y,SBrkr,6.795705775173514,0,0,6.795705775173514,1,0,1,0,3,1,TA,Typ,1,440,Y,241,0,0,0,0,0,0,6,2006,WD,Normal,11.867097278690842
778,779,90,RH,8400,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Feedr,Norm,Duplex,1Story,5,5,1977,1977,Gable,CompShg,Plywood,Plywood,TA,TA,Slab,0,0,0,GasA,TA,Y,SBrkr,7.61085279039525,0,0,7.61085279039525,0,0,2,0,4,2,TA,Typ,2,630,Y,0,0,0,0,0,0,0,10,2007,WD,Normal,11.877568578558138
779,780,90,RL,10530,Pave,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,Duplex,SFoyer,6,5,1977,1977,Gable,CompShg,Plywood,ImStucc,TA,TA,CBlock,975,0,0,GasA,TA,Y,SBrkr,6.911747300251674,0,0,6.911747300251674,1,0,1,0,2,1,TA,Typ,0,504,Y,0,0,0,0,0,0,0,5,2006,WD,Normal,11.813030057420567
780,781,20,RL,7875,Pave,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,7,5,1995,1996,Gable,CompShg,HdBoard,HdBoard,TA,TA,PConc,0,0,1237,GasA,Gd,Y,SBrkr,7.133295954896068,0,0,7.133295954896068,0,0,2,0,3,1,TA,Typ,1,402,Y,220,21,0,0,0,0,0,6,2007,WD,Normal,12.078239274020289
781,782,60,RL,7153,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,5,1992,1992,Gable,CompShg,VinylSd,VinylSd,Gd,Gd,PConc,387,0,374,GasA,Ex,Y,SBrkr,6.697034247666484,793,0,7.3796321526095525,0,0,2,1,3,1,Gd,Typ,0,484,Y,0,124,0,0,0,0,0,7,2006,WD,Normal,12.077670930725649
782,783,20,RL,16285,Pave,IR2,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2001,2002,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,0,0,1413,GasA,Ex,Y,SBrkr,7.265429723253953,0,0,7.265429723253953,0,0,2,0,3,1,Gd,Typ,0,605,Y,0,33,0,0,0,0,0,6,2009,WD,Normal,12.139398512262181
783,784,85,RL,9101,Pave,IR1,Lvl,AllPub,Corner,Gtl,Mitchel,Norm,Norm,1Fam,SFoyer,5,6,1978,1978,Gable,CompShg,Plywood,Plywood,TA,Gd,PConc,1097,0,0,GasA,Ex,Y,SBrkr,7.01211529430638,0,0,7.01211529430638,1,0,1,0,1,1,Gd,Typ,1,602,Y,303,30,0,0,0,0,0,7,2009,WD,Normal,12.016726473799254
784,785,75,RM,6300,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2.5Unf,6,6,1914,2001,Gable,CompShg,Wd Sdng,Wd Shng,TA,TA,CBlock,0,0,742,GasA,Ex,Y,SBrkr,6.60934924316738,742,0,7.302496423727326,0,0,2,0,3,1,TA,Typ,1,0,Y,0,291,134,0,0,0,0,6,2008,WD,Normal,11.759785542901755
785,786,20,RL,9790,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Feedr,Norm,1Fam,1Story,6,5,1967,1967,Gable,CompShg,BrkFace,Wd Sdng,TA,TA,CBlock,251,630,491,GasA,TA,Y,SBrkr,7.201916317531627,0,0,7.201916317531627,0,0,2,0,3,1,TA,Typ,1,457,Y,0,0,0,0,197,0,0,9,2009,WD,Normal,11.992260421644849
786,787,50,RM,10800,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,5,6,1915,1950,Gable,CompShg,MetalSd,MetalSd,TA,Gd,PConc,686,0,0,GasA,TA,Y,SBrkr,6.873163834212518,686,0,7.409741954080923,1,0,2,0,4,1,TA,Typ,0,416,Y,0,0,196,0,0,0,1200,6,2010,WD,Normal,11.842229212112828
787,788,60,RL,10142,Pave,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,656,0,300,GasA,Ex,Y,SBrkr,6.862757913051401,1128,0,7.642044402873258,1,0,2,1,4,1,Gd,Typ,0,618,Y,0,45,0,0,0,0,0,1,2010,WD,Normal,12.358793732547838
788,789,20,RM,6000,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1Story,4,7,1954,2000,Gable,CompShg,MetalSd,MetalSd,TA,TA,CBlock,0,0,901,GasA,Ex,Y,SBrkr,6.803505257608338,0,0,6.803505257608338,0,0,1,0,2,1,TA,Typ,0,281,Y,0,0,0,0,0,0,0,8,2008,WD,Normal,11.588960151246226
789,790,60,RL,12205,Pave,IR1,Low,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,2Story,6,8,1966,2007,Gable,CompShg,HdBoard,HdBoard,TA,TA,CBlock,568,0,264,GasA,Gd,Y,SBrkr,6.883462586413092,1111,0,7.643482907077201,0,0,2,1,5,1,Gd,Typ,0,444,Y,133,168,0,0,0,0,0,7,2007,WD,Normal,12.141534124392603
790,791,120,RL,3182,Pave,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,16,0,1129,GasA,Ex,Y,SBrkr,7.0431599159883405,0,0,7.0431599159883405,0,0,2,0,2,1,Gd,Typ,1,397,Y,100,16,0,0,0,0,0,9,2009,WD,Normal,11.984178313616395
791,792,80,RL,11333,Pave,IR1,Lvl,AllPub,Corner,Gtl,Mitchel,Norm,Norm,1Fam,SLvl,6,5,1976,1976,Gable,CompShg,HdBoard,HdBoard,TA,TA,PConc,539,0,490,GasA,TA,Y,SBrkr,6.967909201801884,0,0,6.967909201801884,1,0,1,0,3,1,TA,Typ,2,539,Y,120,0,0,0,0,0,0,5,2007,WD,Normal,11.896826395162552
792,793,60,RL,9920,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,7,5,1996,1997,Gable,CompShg,MetalSd,MetalSd,Gd,TA,PConc,862,0,255,GasA,Ex,Y,SBrkr,7.027314514039777,886,0,7.607381425639791,1,0,2,1,3,1,TA,Typ,1,455,Y,180,130,0,0,0,0,0,6,2007,WD,Normal,12.50539915757667
793,794,20,RL,9158,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2007,2007,Gable,CompShg,CemntBd,CmentBd,Gd,TA,PConc,0,0,1496,GasA,Ex,Y,SBrkr,7.310550158534422,0,0,7.310550158534422,0,0,2,0,3,1,Gd,Typ,0,474,Y,168,130,0,0,0,0,0,6,2007,New,Partial,12.323855681186558
794,795,60,RL,10832,Pave,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,1994,1996,Gable,CompShg,MetalSd,MetalSd,Gd,TA,PConc,0,0,712,GasA,Ex,Y,SBrkr,6.990256500493881,809,0,7.546974117516527,0,0,2,1,3,1,Gd,Typ,1,409,Y,143,46,0,0,0,0,500,10,2008,WD,Normal,12.178187442040638
795,796,60,RL,8400,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,6,1980,1981,Gable,CompShg,HdBoard,HdBoard,TA,TA,CBlock,0,0,650,GasA,TA,Y,SBrkr,6.78897174299217,676,0,7.355001921105257,0,0,2,1,3,1,TA,Typ,1,476,Y,0,50,0,0,204,0,0,4,2010,WD,Normal,12.049418835484797
796,797,20,RL,8197,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,6,5,1977,1977,Gable,CompShg,Plywood,Plywood,TA,TA,CBlock,0,0,660,GasA,Ex,Y,SBrkr,7.158513997329321,0,0,7.158513997329321,0,0,1,1,3,1,TA,Typ,1,528,Y,138,0,0,0,0,0,0,4,2007,WD,Normal,11.874090314181814
797,798,20,RL,7677,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1953,1953,Gable,CompShg,VinylSd,VinylSd,TA,TA,CBlock,570,0,203,GasA,Gd,Y,SBrkr,6.650279048587422,0,0,6.650279048587422,0,0,1,0,2,1,TA,Typ,0,240,Y,0,0,0,0,0,0,0,4,2008,WD,Abnorml,11.608235644774552
798,799,60,RL,13518,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,2008,2009,Hip,CompShg,VinylSd,VinylSd,Ex,TA,PConc,0,0,1926,GasA,Ex,Y,SBrkr,7.583756300707112,1174,0,8.0519780789023,0,0,3,1,4,1,Ex,Typ,2,820,Y,144,78,0,0,0,0,0,7,2009,New,Partial,13.091904169919621
799,800,50,RL,7200,Pave,Reg,Lvl,AllPub,Corner,Gtl,SWISU,Feedr,Norm,1Fam,1.5Fin,5,7,1937,1950,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,BrkTil,569,0,162,GasA,Ex,Y,SBrkr,6.8885724595653635,787,0,7.477604243197589,1,0,1,1,3,1,Gd,Typ,2,240,Y,0,0,264,0,0,0,0,6,2007,WD,Normal,12.072541252905651
